"predict","CLASS-1042","CLASS-110","CLASS-123","CLASS-177","CLASS-230","CLASS-278","CLASS-322","CLASS-323","CLASS-368","CLASS-453","CLASS-489","CLASS-49","CLASS-50","CLASS-51","CLASS-522","CLASS-559","CLASS-571","CLASS-606","CLASS-629","CLASS-651","CLASS-668","CLASS-671","CLASS-720","CLASS-74","CLASS-75","CLASS-758","CLASS-764","CLASS-765","CLASS-783","CLASS-784","CLASS-804","CLASS-816","CLASS-839","CLASS-913","CLASS-942","CLASS-947","CLASS-95","CLASS-953"
"CLASS-51",1.660189956365152E-7,1.6390809578734417E-9,1.3202955462483126E-6,9.604399343006184E-10,1.2437159088116384E-8,1.9697746917484387E-6,1.3521237533264627E-5,1.336299002999604E-5,2.3834812920155524E-9,2.8259741258510435E-8,1.7987540572463928E-9,4.09967607535775E-9,7.356181971153488E-4,0.999095486654732,2.930790166732087E-7,2.9964933401884006E-7,9.832409521554763E-6,1.727990043021543E-8,2.3934037906528872E-8,1.1421409104261365E-7,5.346772621802381E-7,4.08921878974641E-8,3.3701048097622003E-5,2.946124739429873E-5,1.0773924092946209E-8,1.0571718353699847E-5,1.9592686998994454E-8,4.209509619886842E-6,2.3043780879550797E-7,4.643917053517939E-13,6.643972079488356E-8,1.8965610568302254E-9,2.2856657668038486E-10,3.348136443590439E-7,4.872394861969262E-5,2.1313906089214658E-10,1.1228253635080496E-8,4.020816811065129E-9
"CLASS-51",1.8153823788853365E-7,1.063579126700546E-9,8.989006278394212E-7,8.992182755423305E-10,1.5838284627627982E-8,8.198973932540767E-7,7.488221840529525E-6,1.1831089523906948E-5,1.491448831661639E-9,2.3910002903166692E-8,2.3671320876409366E-9,2.431021549131775E-9,2.334888544116153E-4,0.9996653027841258,2.1068757234920966E-7,1.150173404345198E-7,8.049830090589643E-6,1.4388759676746779E-8,2.2625052937920756E-8,1.116271097827369E-7,5.368559734776733E-7,3.095451032386257E-8,1.1920964517260317E-5,1.8168934876918954E-5,5.325933043630351E-9,5.6284248509488145E-6,1.73138671841835E-8,1.0408168847399905E-6,1.53495425118784E-7,3.132468245961181E-13,4.5098477426937846E-8,1.2681443047408567E-9,1.8716863412644667E-10,3.211638269957562E-7,3.3533489606481814E-5,9.233739465113905E-11,8.400515307339239E-9,3.7499969125978246E-9
"CLASS-51",4.1489777332142583E-7,2.9842017336626773E-9,2.7567488350762423E-6,1.7218259065817529E-9,2.8061024307918314E-8,3.6894925393044517E-6,1.743838577293619E-5,2.3592165448717827E-5,6.361588472556822E-9,8.474393324123476E-8,3.252305855134236E-9,1.005935152410998E-8,0.0010558246816681743,0.9986770391230986,3.4907390288710296E-7,5.635471486476346E-7,1.4819391755687855E-5,2.5966687460009965E-8,7.409497284149722E-8,1.8368416667092597E-7,1.1137081686428326E-6,7.941391891547134E-8,4.321241330879043E-5,6.63262021621912E-5,1.808992506189642E-8,1.737729391469165E-5,4.0618519323165843E-8,5.658132902278891E-6,5.356295783424701E-7,9.727962558726074E-13,1.3461929588955258E-7,4.660265992380335E-9,6.358632190181295E-10,5.096243092112453E-7,6.804248578074794E-5,4.2641016976208617E-10,2.9524650227746744E-8,8.082052010301422E-9
"CLASS-51",2.9837409917629046E-7,7.045331083301903E-10,5.222426735620627E-7,6.919325238555757E-10,7.235652015453403E-9,2.1755368939409484E-7,3.5411139457815035E-6,7.908623459071537E-6,8.617325236183391E-10,1.770705736509967E-8,2.1444747849316772E-9,1.603231447132758E-9,9.02434853539191E-5,0.9998542861374059,1.4298002441197195E-7,1.034094545574659E-7,5.622703060869954E-6,7.6519515270797E-9,1.8391569542503998E-8,1.0028186023376335E-7,3.6158769090299253E-7,3.405465658460814E-8,5.11461569135221E-6,1.1598662409849254E-5,1.9581475248291743E-9,2.690653133783099E-6,8.189629450277949E-9,3.493375948774432E-7,1.292831220466273E-7,2.524708617454247E-13,2.265943676945681E-8,6.977886161126615E-10,1.0446455971293378E-10,2.0497421539100373E-7,1.6430851082835616E-5,3.123135435016903E-11,5.631251736121357E-9,2.811038023127468E-9
"CLASS-51",1.9808630948364417E-7,1.6006115870496514E-9,1.299469987756735E-6,9.180319518597605E-10,2.2068377583070793E-8,1.9458725511319774E-6,1.7452430645434533E-5,2.038283036328387E-5,3.2120884955262157E-9,4.3820653353749795E-8,2.4301412137122694E-9,4.1405562418316995E-9,8.053957890301345E-4,0.9989914353861319,3.3913467505690416E-7,4.3667321114917114E-7,1.2758374948691736E-5,1.6250219163633286E-8,5.2748749221151204E-8,1.20434242592102E-7,6.934480617042453E-7,5.789125365701786E-8,2.7404931364351812E-5,5.1736402917751986E-5,1.0191333808301807E-8,1.3767019405096926E-5,2.774558407278029E-8,3.874817260325311E-6,3.694768404233935E-7,4.847213797088017E-13,7.544970939488321E-8,2.624572254833406E-9,2.847528394371351E-10,3.5221416115321556E-7,4.9698698970944144E-5,2.0950026634504018E-10,1.1862297650347016E-8,5.060003750569433E-9
"CLASS-51",1.5960377209474873E-7,9.254496919595316E-10,1.0989232672966898E-6,9.079552972332294E-10,1.0958045153848507E-8,7.790010749839464E-7,7.596612488612046E-6,1.6196875838083925E-5,2.4365130675909503E-9,3.162547863465141E-8,1.8253832038674872E-9,2.386963491580067E-9,3.303891283406562E-4,0.9995558742040339,1.791095522762354E-7,2.5809313913333263E-7,9.028839048066916E-6,1.0861576052759502E-8,3.610342038090163E-8,7.282879784504417E-8,4.827904734987137E-7,4.2245460016052664E-8,1.6149057764425903E-5,2.3475647539733187E-5,3.964588843397835E-9,8.22530433522579E-6,1.379187906343926E-8,1.715204471772587E-6,2.2670871838071042E-7,2.323433939812922E-13,4.753784362295992E-8,1.3573351168347398E-9,1.7935239466276873E-10,3.4664256028403297E-7,2.7528157723062687E-5,1.1622321014381045E-10,6.895119553425589E-9,3.1482416506086234E-9
"CLASS-51",2.690841372434426E-7,1.6910604134039989E-9,2.1645756783700594E-6,1.0112554301944917E-9,2.7870934671482564E-8,2.505667746941346E-6,1.5481868174796898E-5,1.8881336513623866E-5,4.63251520686181E-9,5.962834830926182E-8,2.58756014107753E-9,5.364309328561549E-9,4.875639147552782E-4,0.9992913807707865,3.78761209879437E-7,3.48243958383591E-7,1.502746234439954E-5,2.5084389000348415E-8,6.481477742340369E-8,1.9639144286359945E-7,9.009928721067786E-7,7.78766966118705E-8,4.498550420267948E-5,4.674906197881852E-5,1.7025877509881717E-8,1.571741211040995E-5,3.118975511674585E-8,4.6578724727278995E-6,3.5453768396188014E-7,8.010842482594691E-13,9.524562530193668E-8,2.801652656972739E-9,5.689133434577104E-10,4.7287566837049803E-7,5.152666888077333E-5,2.794343401854872E-10,1.1495160869293136E-8,7.828315279468013E-9
"CLASS-51",3.6694573947809953E-7,3.925229521026956E-9,4.983347191507151E-6,2.760620072073413E-9,3.3113001819147495E-8,1.036772526177967E-5,3.1153739229271164E-5,3.046027737416557E-5,1.2129764449969322E-8,1.4141034171476466E-7,3.6724021404455913E-9,1.3151495362683658E-8,0.001914942337885894,0.997589300402364,8.072020856263635E-7,9.244895518406711E-7,1.3691714140827333E-5,6.737599681150735E-8,7.664746981292529E-8,2.5691590435986885E-7,1.73033080218364E-6,1.1624872685994763E-7,9.280139238115527E-5,1.1546469953510324E-4,4.659267308018024E-8,3.411430637081598E-5,5.8302685769426616E-8,2.109059304645234E-5,7.594880212201227E-7,2.012571035386696E-12,2.2736765458749881E-7,8.046602039331131E-9,1.0114890648748615E-9,7.676003042484564E-7,1.3515977427139565E-4,1.3579971891335057E-9,3.29794612438288E-8,1.0622913831503515E-8
"CLASS-51",2.5881610015769464E-7,3.313641796027627E-9,2.7632384303249184E-6,1.5001452393546468E-9,3.5568242971637194E-8,7.342967841023966E-6,3.320535058980505E-5,2.7414871612545077E-5,7.51958812469781E-9,9.010758308811944E-8,2.8377230396585294E-9,9.259025768671231E-9,0.0017841471456231976,0.9978177234664142,6.969882882117173E-7,8.686072433118431E-7,1.6793224917928876E-5,3.645630700091453E-8,8.773084887727256E-8,1.92836824874544E-7,1.1781215505947489E-6,9.21543134841021E-8,6.814247464400017E-5,1.115552325958345E-4,2.6243591971947234E-8,2.9582948053271293E-5,5.374735790266229E-8,1.5057136794925007E-5,6.298045915852147E-7,1.1388035281193096E-12,1.577387159171481E-7,6.307351357083105E-9,6.200126211569212E-10,5.171329607747275E-7,8.128539074306852E-5,7.088303159623359E-10,2.4094461797997166E-8,8.335300337066282E-9
"CLASS-51",2.689910511718149E-7,2.9219800057214886E-9,3.1240383529057656E-6,1.9529622335394703E-9,2.1258581890773746E-8,8.691184999632716E-6,2.3348679643752583E-5,1.9567300401316755E-5,6.723404270267015E-9,8.646392175402638E-8,2.0177376201481723E-9,9.276084203655571E-9,0.0013752539967759967,0.9982664724400625,5.11545568392869E-7,5.913170113767964E-7,1.225760036489823E-5,3.613816804380496E-8,6.671294701707298E-8,1.3908740793212612E-7,1.1333605308042855E-6,5.792011130958299E-8,9.297203960525228E-5,7.67922963310244E-5,2.6979126091304904E-8,2.592751396784989E-5,3.7516376851095745E-8,1.4662779568635861E-5,4.883759336119943E-7,1.2437789700017912E-12,1.7124769917514192E-7,4.395520939918855E-9,6.490770600242314E-10,5.440781025208935E-7,7.669198902546205E-5,7.164617242593803E-10,2.151859787097132E-8,6.975293311606209E-9
"CLASS-51",2.2399421182849702E-7,2.4102302776516167E-9,2.0449630102328923E-6,1.169312765536329E-9,2.9706791272848892E-8,4.2599217211272176E-6,2.620263605888456E-5,2.4485121994645943E-5,5.230096903109653E-9,6.697051802933532E-8,2.580653836497843E-9,6.5286329624315756E-9,0.0013125549234581477,0.9983831407487648,5.132620778469835E-7,6.58917397185152E-7,1.5261549491337528E-5,2.592140044987335E-8,7.127857666089234E-8,1.566475422612522E-7,9.443464890521091E-7,7.541675695234636E-8,4.8008086331591586E-5,8.262120932884296E-5,1.796073781451174E-8,2.1943618487738028E-5,4.102385079355238E-8,8.637111436561073E-6,5.119323283623091E-7,7.751433674665779E-13,1.1370119741051861E-7,4.332335565527633E-9,4.458136889637389E-10,4.3159059145275064E-7,6.69101444759889E-5,4.2836467274467003E-10,1.7416594892505503E-8,6.752161660323347E-9
"CLASS-51",1.1115606561305045E-7,3.303614210435937E-10,4.82931143729901E-7,4.2046966765041087E-10,5.949290775652927E-9,1.3427522448857834E-7,2.2421324287250716E-6,9.317293796305424E-6,6.050125115977592E-10,6.815087798334894E-9,1.6935481775630496E-9,6.66335505070484E-10,1.0776486302002883E-4,0.9998484223519701,6.182453233047717E-8,1.1145491528480556E-7,5.333312889931456E-6,3.2929495587898207E-9,1.4151771677172664E-8,4.838248504389577E-8,1.6408549261313972E-7,2.150267997126232E-8,3.219949015034607E-6,6.343433207962634E-6,1.7351944282209247E-9,2.082356731039647E-6,5.982734514877498E-9,1.5919071149679522E-7,1.0328922025554896E-7,1.1646063373095763E-13,1.5490693379958388E-8,4.792380993035051E-10,4.574752265845713E-11,2.0056713958599748E-7,1.3613423255244372E-5,2.1798561483524234E-11,3.142478996037274E-9,1.4012455576612897E-9
"CLASS-51",3.2054805540479417E-7,2.47061498037514E-9,2.4359163353688412E-6,1.4619820642933408E-9,2.414742370339907E-8,4.241717043839312E-6,1.710427589634089E-5,2.0246406500813515E-5,4.062233954876228E-9,8.386695284249132E-8,2.367061560187823E-9,6.495920333078797E-9,6.647526395682696E-4,0.9990924866601821,3.854557200323911E-7,4.3995480369469664E-7,1.2409108538383645E-5,3.387837946429437E-8,4.0032449615537584E-8,2.0657739863719197E-7,9.948503457162296E-7,6.946784309593058E-8,4.928444473909217E-5,5.084088783147106E-5,1.683578588982568E-8,1.798954440690328E-5,2.9625443276941993E-8,6.558892317454359E-6,4.2713326786481765E-7,1.0096807307323667E-12,1.0082261006995426E-7,3.354997600334908E-9,5.43774600435798E-10,4.449072718428688E-7,5.798368845030646E-5,4.2614470624888025E-10,1.796994362943345E-8,8.560755459744092E-9
"CLASS-51",1.1130780774999979E-7,5.533620753178982E-10,5.517161821044239E-7,5.452304651007876E-10,8.619664974159299E-9,4.2395343018499494E-7,5.699885223750132E-6,7.176237603128384E-6,9.815231808428952E-10,1.5001767725410553E-8,1.2827781203781095E-9,1.3074154860196983E-9,2.174645871640196E-4,0.9997141124730223,1.1240457178585538E-7,1.8442677640131214E-7,5.64495206211725E-6,6.388885544508608E-9,1.595822256199268E-8,5.523688458797075E-8,2.483402061362108E-7,2.390176784071127E-8,9.25154946424499E-6,1.3686781427066728E-5,2.563801059107809E-9,3.985790747151307E-6,1.0034524039571777E-8,6.091888851316343E-7,1.4670914703013282E-7,1.6524317230501654E-13,2.3420326036745717E-8,6.606238533504568E-10,1.0373328501736745E-10,1.837236529173572E-7,2.02330798768357E-5,5.372251028109727E-11,4.216172762786088E-9,2.0621788790105075E-9
"CLASS-51",1.8802587694563525E-7,7.013993508652774E-10,1.0687903158035594E-6,7.394960467294343E-10,9.015982320541006E-9,1.4311978431453655E-6,9.745023002304279E-6,1.1985175208287851E-5,1.1986711749010852E-9,2.173626649298775E-8,1.8411954482271623E-9,2.967436902275957E-9,4.051627440231933E-4,0.9994794499613265,1.4980788691453644E-7,1.5305853186011192E-7,7.800104918751121E-6,1.0134989428385681E-8,2.387297586558463E-8,5.97480610829787E-8,5.919894297699365E-7,2.8817847717542234E-8,1.556463687623391E-5,2.0492711859511136E-5,7.567085453285924E-9,9.639936580297967E-6,1.1688727149945042E-8,2.0381325371809336E-6,1.9830046372394874E-7,2.593379006723009E-13,6.099569559587469E-8,1.335811585691751E-9,1.6474784685502523E-10,2.7735471040681083E-7,3.3806978308122875E-5,1.1574194858533926E-10,1.0861904060967161E-8,2.566006282607364E-9
"CLASS-51",2.293697642128134E-7,5.563364970347104E-10,7.599966748492771E-7,9.574961965650153E-10,1.077419832160334E-8,4.3477245680094645E-7,4.905676932505274E-6,1.3017910873703152E-5,1.256314486102521E-9,1.8628408320847333E-8,2.255366890248964E-9,1.5836728465961148E-9,3.4815931180477575E-4,0.9995604018577381,1.1370688460076028E-7,1.1290295126887143E-7,7.221067974722752E-6,7.270964846389169E-9,1.614469825855821E-8,7.077824939643959E-8,4.38213289400673E-7,2.6788980141646983E-8,1.0236511779013509E-5,1.426691591570826E-5,4.055557591765812E-9,5.22732073043523E-6,1.0602578691769669E-8,6.85387432357523E-7,1.812639921802305E-7,2.603984534026973E-13,5.6209921651229333E-8,9.14160295435773E-10,1.1343404576445033E-10,2.694353967452495E-7,3.310141549896568E-5,5.4720326687597574E-11,5.506262574362124E-9,2.5103281825684555E-9
"CLASS-51",1.5713027178317358E-7,7.073214970513994E-10,6.114361041943343E-7,5.23523757373393E-10,1.3885362413922286E-8,4.1265780288986117E-7,8.103455836239301E-6,1.574681577009946E-5,1.287217543594819E-9,1.982346710704987E-8,2.1741458131224907E-9,1.6906472755649423E-9,3.249183545576133E-4,0.9995719174670376,1.4493011118323006E-7,2.016844833091941E-7,1.0344239735631772E-5,6.488557579329677E-9,3.079940156512767E-8,7.313335361795706E-8,3.767319080689553E-7,3.878214241129867E-8,9.78940401807014E-6,2.1912347299087736E-5,3.4217932281936664E-9,6.090481622450263E-6,1.3207027042286099E-8,7.395472333210096E-7,2.1344954571772274E-7,1.9005937130968727E-13,3.350602762706772E-8,1.044256330736062E-9,1.1584147199615487E-10,2.416696537675778E-7,2.782932592307258E-5,5.030106545660272E-11,5.259678794876482E-9,2.9708299660910156E-9
"CLASS-51",1.5832958211232547E-7,8.270334134371934E-10,7.149447854818457E-7,5.601779250117249E-10,1.535971890013484E-8,5.858818951638666E-7,9.838034369352445E-6,1.6700372294344888E-5,1.541208042954857E-9,2.333650249124269E-8,2.1370740508789526E-9,1.99871234424003E-9,4.0296936763695954E-4,0.9994770004868212,1.7243872168244907E-7,2.417935335085614E-7,1.0822147570830834E-5,7.773117093985944E-9,3.41850002658717E-8,7.985520680882E-8,4.207749076840312E-7,4.1104130528247085E-8,1.2528007971299833E-5,2.708890452443462E-5,4.397454011012097E-9,7.367741148990269E-6,1.5511412272385994E-8,1.0726369400110587E-6,2.4001229570666567E-7,2.2432087278323156E-13,3.886685326428922E-8,1.262035628842344E-9,1.3829407251699767E-10,2.5843533923919237E-7,3.154144682658536E-5,6.892422221169001E-11,6.054563608505733E-9,3.2651923114658655E-9
"CLASS-51",2.740764439031769E-7,7.403355880141442E-10,1.100313534557651E-6,6.595411169624061E-10,1.1822331214846788E-8,3.1773016333638906E-7,5.694690714234506E-6,1.5179019533589459E-5,1.1793684347484351E-9,2.3940943642798263E-8,2.9169470483904743E-9,2.0187712493021595E-9,2.291359188307786E-4,0.9996744320243163,9.403798484169047E-8,1.3368664206779244E-7,1.1354127109240129E-5,9.13941345186406E-9,1.653849625414356E-8,1.263759740577544E-7,4.6182602360446185E-7,6.050107402164017E-8,9.231009563504943E-6,1.4008550539439773E-5,3.775124540406711E-9,5.562830869231847E-6,1.0115534268223306E-8,4.57292431275775E-7,2.0246904880483043E-7,2.557775564695572E-13,3.396401979900632E-8,9.95184109225465E-10,1.2929305243919887E-10,2.5344612300289516E-7,3.179160121868239E-5,4.685531789612868E-11,6.686014372672819E-9,3.803432579513134E-9
"CLASS-51",1.0821950343749054E-7,2.5744433149843812E-9,9.978693679641956E-7,8.361254083962488E-10,8.9822038219764E-9,1.4138566278891913E-6,1.1490303630270908E-5,1.9752603817154595E-5,4.758302878255084E-9,5.559105966665516E-8,1.8472414425215556E-9,3.4249563471547996E-9,3.030471930161486E-4,0.9994807082501529,5.404574837018701E-7,6.698451029755316E-6,1.282249388922033E-5,2.723757647047836E-8,4.734271591873484E-8,2.4756774610022953E-7,5.172109064226766E-7,1.147705615641481E-7,2.8483088998922234E-5,8.831067846161966E-5,5.409672968204343E-9,9.629717721254265E-6,1.0216066250665752E-8,5.175699950003184E-6,4.0904127905186086E-7,3.3766631009630306E-13,2.4803417207134388E-8,1.906418827130648E-9,1.7495615896882588E-10,1.8901498573994583E-7,2.9132423980915543E-5,2.466718205376069E-10,6.501596764786773E-9,9.233126795748384E-9
"CLASS-51",1.383114969511755E-7,3.5252604666975787E-9,1.4091458128950065E-6,9.76974334810439E-10,8.215988119691667E-9,2.54062439034758E-6,1.2459368540831191E-5,1.7494401605959377E-5,5.632959549985882E-9,6.785699411261748E-8,1.446705469186138E-9,4.347336299954395E-9,3.120597538170477E-4,0.9994529075732055,6.65018815606701E-7,5.2863404334359655E-6,9.211589447216815E-6,4.320354051516338E-8,2.7464950730611017E-8,3.958359952575364E-7,5.498234481577497E-7,8.401622487755318E-8,3.6360273475937585E-5,9.649217802318373E-5,1.1416648449610087E-8,1.0381286983370839E-5,1.1578862100712675E-8,6.602287931545517E-6,3.5312984885695135E-7,5.351554590843449E-13,2.6938907247797117E-8,2.2483542076600367E-9,2.315347450677859E-10,1.9885355305135286E-7,3.4175678262478385E-5,4.006574324649908E-10,8.128471333480906E-9,1.0894007459087644E-8
"CLASS-51",6.034566098030183E-8,6.916573128758724E-10,2.7805332410704884E-7,2.7666172850951024E-10,4.7139825010155E-9,1.20084267635126E-7,3.864740767563868E-6,1.1780988022555849E-5,1.0308670473170348E-9,1.4775831800568192E-8,1.3390220756278762E-9,7.11488393021744E-10,7.403651381503022E-5,0.9998565406051234,1.513182010053241E-7,2.3909259902780736E-6,9.63112417517915E-6,6.437706289354484E-9,1.934561109615357E-8,9.87096208233338E-8,1.5274557404004046E-7,5.0007470430180965E-8,5.358111226962521E-6,2.1778895707773455E-5,1.0637021432726855E-9,2.5464732769579317E-6,3.4512844860084785E-9,3.8395687503158834E-7,1.7642626766978215E-7,6.830559795588769E-14,5.8249524852825575E-9,3.8459846554117116E-10,3.8816590582825046E-11,1.0192043785661108E-7,1.0432923382979927E-5,2.6048482038504898E-11,1.5229783755530955E-9,3.4955336751159543E-9
"CLASS-51",3.838823942695296E-7,4.1235216741358316E-9,5.496391810251052E-6,1.4943504319475535E-9,3.8133673510786444E-8,1.4691251080986945E-5,3.185675052266128E-5,2.736527019949654E-5,8.124913932526655E-9,1.453703690289366E-7,2.2101306642603095E-9,1.1937693108717786E-8,0.00168770201522853,0.9977222931145644,5.821703969359561E-7,1.2119586301218047E-6,1.947006248601225E-5,5.832378829738376E-8,5.6237234270758685E-8,3.3115898325666737E-7,1.3894209289902534E-6,1.296827033525948E-7,1.8175926600594343E-4,1.2105501255488293E-4,4.9842458615088325E-8,3.995220180035172E-5,4.619227303341154E-8,2.7356396946207048E-5,6.969808638881076E-7,1.779311223805761E-12,1.7003500581588455E-7,6.4696168428440536E-9,9.812769573423463E-10,4.7284008691895154E-7,1.1516097403662465E-4,1.1742156545801786E-9,3.0850651903431254E-8,1.1694823050698063E-8
"CLASS-51",2.3972326076580344E-7,3.1149884284584096E-9,2.8681354089945927E-6,1.338705762956555E-9,2.298673787195034E-8,4.643738152234581E-6,2.16129336106784E-5,1.5976952986884004E-5,7.65487096407706E-9,7.196516903225775E-8,2.389240142311337E-9,8.440559545109257E-9,0.0011222243882784853,0.9986268921152553,5.164006565100567E-7,5.748581389585858E-7,1.0207376294533233E-5,3.2907726781468975E-8,3.9963465988210765E-8,1.8583049196957977E-7,7.823443258706129E-7,8.224240058866933E-8,4.026102035423431E-5,6.196648969293968E-5,1.9337447991574696E-8,1.7311955581965255E-5,4.375108666718512E-8,7.993612837263041E-6,3.960135610695018E-7,1.0858640223094308E-12,1.1598894188376147E-7,4.66612373477292E-9,4.876268009937304E-10,4.3144720572872223E-7,6.442837603770927E-5,5.938152267596873E-10,2.0702617390954655E-8,7.755257287905701E-9
"CLASS-51",2.841773340733706E-7,3.0961360162120927E-9,3.4849403568933256E-6,1.6099518603792849E-9,2.830312664380801E-8,8.096742050305307E-6,2.6903373995056593E-5,2.858339971804363E-5,6.234737654718021E-9,1.1182292884644194E-7,2.199862462025511E-9,8.232221080955816E-9,0.0012538034481271844,0.998310735112894,5.94139030486969E-7,5.64518702164155E-7,1.6089390484591115E-5,4.456948587993697E-8,5.319067849886853E-8,2.4643052827552243E-7,1.1615347733991177E-6,7.778592956349476E-8,1.1297344441499015E-4,1.1240434701172348E-4,2.8072191537970854E-8,2.7262762326142856E-5,3.814898889002399E-8,1.542275643577886E-5,5.32368041162915E-7,1.3627166965315537E-12,1.5001774186920777E-7,5.339886978026455E-9,7.144358125989069E-10,6.46419904818021E-7,7.96178596030684E-5,7.633362057044669E-10,2.4344699676764708E-8,8.386565855115754E-9
"CLASS-51",6.231923226375777E-8,4.676100401007124E-10,2.0094012332482726E-7,2.070554679148336E-10,4.388063511846751E-9,4.5893360543345776E-8,2.5940775725806862E-6,1.0851797798472366E-5,7.081666190430182E-10,1.0227070589799603E-8,1.4239803062434012E-9,4.3620595333999953E-10,4.5557299317554884E-5,0.9999023084642372,9.996382503549368E-8,1.8084976375836613E-6,9.388985365077982E-6,4.194265215261183E-9,1.5336879562413957E-8,8.213314081550214E-8,1.0677602615003856E-7,4.628582179278798E-8,2.830841352544431E-6,1.4080046601445761E-5,6.276287217054633E-10,1.65811744259668E-6,2.4933794690770602E-9,1.4080468029507507E-7,1.4688047591906244E-7,4.583684355433809E-14,3.7600545253135336E-9,2.4159642280029165E-10,2.357394454015332E-11,8.572534468845353E-8,7.855705781989765E-6,1.2142643790607704E-11,1.0500742283494662E-9,2.8470688877401256E-9
"CLASS-51",8.276083423334303E-8,1.7136993182781291E-9,6.992504823496076E-7,5.4877012261147E-10,7.557873213692721E-9,7.251958907439095E-7,9.044239645208512E-6,1.7322261448321164E-5,2.9421133581708278E-9,3.8144232541780585E-8,1.564274618819059E-9,2.1169339605286577E-9,2.1158758353030053E-4,0.9996279010068347,3.720583182218954E-7,5.031194199424726E-6,1.2292534306776405E-5,1.790257172248628E-8,3.5833287533903E-8,1.8971452490061934E-7,3.6003129784991823E-7,8.726115883683105E-8,1.92298521939944E-5,6.262749879393086E-5,3.5687737732325394E-9,6.865465822838628E-6,7.645791338754327E-9,2.590576757860428E-6,3.2600326337071256E-7,2.0255366100683173E-13,1.5633188036411487E-8,1.1875031356181009E-9,1.1331862845699296E-10,1.5327951353105288E-7,2.236474037618483E-5,1.324996488067408E-10,3.9666370899792555E-9,6.919136175982416E-9
"CLASS-51",1.1280510480258422E-7,8.4883185753318E-10,8.548680726606369E-7,4.5179904865395953E-10,1.003298580153129E-8,6.165992375835276E-7,9.915036744337911E-6,1.2377300518430047E-5,1.3010353891170234E-9,2.442839479261473E-8,1.2987723800607373E-9,1.8537767718645578E-9,3.244613150380982E-4,0.9995662646446858,2.1385471934269404E-7,2.483451780326216E-7,9.048440384327258E-6,1.1114726038094924E-8,1.882890931170102E-8,8.262538396401031E-8,3.0990959003892936E-7,2.9881204991174185E-8,1.9300491347924297E-5,2.3799149933392267E-5,5.121423998213418E-9,6.426740210672217E-6,1.1696626797634023E-8,1.470719966475916E-6,2.0019079604854576E-7,2.0781469995144463E-13,3.3756170211762455E-8,1.1797832269347163E-9,1.3325078570813848E-10,2.349485418021804E-7,2.390130209654705E-5,9.822341405634385E-11,5.704134673000613E-9,2.9821923547786132E-9
"CLASS-51",8.17399924327463E-8,5.301954773792359E-10,3.508132822376717E-7,3.2385247122440517E-10,4.6457814912565335E-9,1.3789585063220945E-7,2.6283054010799217E-6,9.079011815916427E-6,9.344852475657482E-10,1.3078159537204667E-8,1.2824806444731637E-9,8.874532359632941E-10,6.214057347073985E-5,0.9998777982136707,1.0799284198754486E-7,1.4278728289110034E-6,8.837640693748904E-6,7.4072241075826175E-9,1.26669623625151E-8,1.2608928889803248E-7,1.9793989698138913E-7,4.8082894860843357E-8,4.352945047473745E-6,1.6846299620974665E-5,1.2579725809363478E-9,2.3534973473617896E-6,3.04714796894583E-9,3.252050139371768E-7,1.2921143578613096E-7,8.654270021750846E-14,6.4310198882776335E-9,3.334552232462889E-10,4.3564893889219284E-11,8.95376451968699E-8,1.2882618589988878E-5,2.5086602374476034E-11,1.858212330754707E-9,3.760229471724448E-9
"CLASS-51",2.1321644659237297E-7,2.7159957872562285E-9,2.5419499930033447E-6,1.0430715724053713E-9,3.5611018290174733E-8,5.9783045722765224E-6,3.292001817821696E-5,2.751756645518604E-5,6.062086993258667E-9,7.854210914807356E-8,2.365201101371285E-9,7.22742266785702E-9,0.0017090916035945136,0.9979092852805113,5.819898122861836E-7,8.028337875135945E-7,1.754143076079743E-5,2.9839248360925695E-8,7.387926488659579E-8,1.7300250256046894E-7,9.965537249549168E-7,8.437034880415411E-8,6.865837625275225E-5,1.0439975761189665E-4,2.48598274925212E-8,2.852420310492533E-5,4.754062183789621E-8,1.2000152564006618E-5,5.979743361504448E-7,8.814748042856852E-13,1.252369900518752E-7,5.214473036431463E-9,5.14403193255868E-10,4.624807982798688E-7,7.716208960613049E-5,5.648479281529636E-10,1.8177482505095526E-8,7.450091363658128E-9
"CLASS-51",2.3778636479118304E-7,3.2614599338915456E-9,3.032693047717044E-6,1.23083327147055E-9,3.9766139920746514E-8,7.959817933305172E-6,3.6968650011150986E-5,3.000520855335853E-5,7.486240774777426E-9,9.420430480415788E-8,2.5518190842646153E-9,8.826074136331739E-9,0.0020109481389221145,0.9975397301153491,6.914516706271737E-7,9.410653215127301E-7,1.8789443048645672E-5,3.632926513249668E-8,8.322381910073028E-8,2.0180933784376635E-7,1.1382937539939704E-6,9.883076937069929E-8,8.498909935251925E-5,1.2507582999975856E-4,3.0740241303915015E-8,3.384600409695659E-5,5.500867717860088E-8,1.6272196357103814E-5,6.772059733745895E-7,1.1095521716274371E-12,1.5353924636763517E-7,6.506902365155291E-9,6.298043996962111E-10,5.227003012437258E-7,8.731887383538283E-5,7.534785396334579E-10,2.2108355570559784E-8,8.618229011322812E-9
