"predict","CLASS-1042","CLASS-110","CLASS-123","CLASS-177","CLASS-230","CLASS-278","CLASS-322","CLASS-323","CLASS-368","CLASS-453","CLASS-489","CLASS-49","CLASS-50","CLASS-51","CLASS-522","CLASS-559","CLASS-571","CLASS-606","CLASS-629","CLASS-651","CLASS-668","CLASS-671","CLASS-720","CLASS-74","CLASS-75","CLASS-758","CLASS-764","CLASS-765","CLASS-783","CLASS-784","CLASS-804","CLASS-816","CLASS-839","CLASS-913","CLASS-942","CLASS-947","CLASS-95","CLASS-953"
"CLASS-368",9.781143949986234E-4,9.855987827632362E-4,7.569384768652016E-4,9.845461715818498E-4,9.848052567501308E-4,9.854430073224182E-4,9.832209852788224E-4,9.845657794098294E-4,0.9067817647921463,9.824062071998028E-4,0.003977502987317094,9.783313248000482E-4,9.8403333783019E-4,9.836156708032677E-4,0.00101460943094706,9.864599310598404E-4,9.84636797785813E-4,9.855697625354074E-4,9.837885435071013E-4,9.85226886279283E-4,0.0010505895603089431,0.0013600021017016674,9.848971762853828E-4,9.83718289922603E-4,9.837410842238644E-4,0.0010739048904192996,9.837885435071013E-4,0.0010066206670527158,9.83185925739314E-4,9.817285458519071E-4,0.0017138138826460108,0.04462370324415895,9.837885435071013E-4,0.009984931166434698,9.833811718529485E-4,9.829442423276078E-4,9.636410917194209E-4,0.0011004413451595693
"CLASS-816",3.3414438567662186E-4,3.344991657871197E-4,0.0986612523746547,7.412212209396188E-4,3.341748519295781E-4,3.342253762127913E-4,3.359616264556558E-4,3.338097460679926E-4,0.06731200469211153,3.3572080857300555E-4,0.001347663164591213,3.3381921201504805E-4,3.3389126746324654E-4,3.339085150204803E-4,3.3441125206753254E-4,3.339134707793637E-4,3.3381658311108E-4,3.3362632236644957E-4,3.3418212968448535E-4,3.3441863961856E-4,3.338387988718388E-4,3.418927316807985E-4,3.3416802746659674E-4,2.728456203327253E-4,3.3391307272372475E-4,3.345230769331716E-4,3.3418212968448535E-4,3.338304143128425E-4,3.357552559482301E-4,3.2941607000351055E-4,3.6816468587669624E-4,0.47817182336763614,3.3418212968448535E-4,0.0027872433793330177,3.338201223120707E-4,0.34064240658824124,3.342466803226393E-4,3.330830435094875E-4
"CLASS-629",1.2011965576105044E-6,1.0685558137785052E-6,1.0699995540698025E-6,1.0703392760168455E-6,1.0682909880356691E-6,1.0701435561527407E-6,1.0697924026963014E-6,1.0690948701654167E-6,9.883239363227391E-6,1.0698265491824837E-6,4.322781988874392E-6,1.0704160746422028E-6,1.0685516499947033E-6,1.0693366068713691E-6,1.1000522759175813E-6,1.0700974960206676E-6,1.069194720834934E-6,1.068553433334154E-6,0.9999354196444998,1.0682564607680338E-6,1.0695889253117018E-6,1.1840550986610264E-6,1.0683333566987176E-6,1.0700121102291917E-6,1.0685988139555864E-6,1.1661893514675314E-6,1.0713200407178501E-6,1.0938665526231323E-6,1.069732019327955E-6,1.0687284459557492E-6,1.8610879959384945E-6,2.3556812784739956E-6,1.0712777451663046E-6,1.1410182350997538E-5,1.067886608283166E-6,1.0699273610055019E-6,1.0710231451082563E-6,1.1951446620049888E-6
"CLASS-629",1.197783220212714E-6,1.0655193902242687E-6,1.0669590279624095E-6,1.067570524875292E-6,1.0652553170140684E-6,1.0671026208469596E-6,1.066752465233228E-6,1.0660569148208055E-6,1.6926102427749748E-6,1.0667842574078424E-6,4.310498309461864E-6,1.0673743649439665E-6,1.0655152382723347E-6,1.066297964604261E-6,1.0969263515639656E-6,1.0670566916000195E-6,1.0661564817532254E-6,1.0655170165442224E-6,0.9999517359277282,1.0652208878596131E-6,1.066549566052888E-6,1.180708451535725E-6,1.0652975652817153E-6,1.0669715484420356E-6,1.0663405561280428E-6,1.1628754910497264E-6,1.0682757622966241E-6,1.0907582057097114E-6,1.0666922534511283E-6,1.0656915318474373E-6,3.164082445979858E-6,2.3716618248376344E-6,1.0682335869327254E-6,2.0755088359459006E-6,1.0648520863528805E-6,1.0668870400429576E-6,1.0679797103498605E-6,1.1917485217607094E-6
"CLASS-629",1.1982935703942127E-6,1.0674262341041376E-6,1.0676048085650993E-6,1.068216675588581E-6,1.0668308995537377E-6,1.0650064740770554E-6,1.0673981208131193E-6,1.0666372675887659E-6,1.1374810861156267E-6,1.0674299322300564E-6,2.7883464286979597E-6,1.067502282874948E-6,1.0661601450163742E-6,1.0669433450960911E-6,1.0988894010582657E-6,1.0677025313139605E-6,1.066801776612076E-6,1.0674503954250633E-6,0.9998882483888646,1.0671271975423455E-6,1.0676029870375245E-6,1.0837590210993165E-6,1.0670159410060487E-6,1.067627573944791E-6,1.0667536984734466E-6,3.132296918146283E-6,1.0689223398572758E-6,1.2885408709835703E-6,1.0675833242826854E-6,1.0681186431645859E-6,6.775472811490062E-5,1.0677665312372906E-6,1.0688801389665938E-6,2.0767650447710185E-6,1.0654965917219518E-6,1.0675327770747131E-6,1.0670670202607338E-6,1.375905025540228E-6
"CLASS-629",1.198365415081415E-6,1.0674902325313974E-6,1.0676688176989394E-6,1.068280721407417E-6,1.0668948622872195E-6,1.065070327425591E-6,1.0674621175548232E-6,1.0667012187128823E-6,1.137549284739778E-6,1.067492912837981E-6,2.7885136063261556E-6,1.067566285861775E-6,1.0662240675342101E-6,1.067007314571339E-6,1.0989552858858566E-6,1.067766546306849E-6,1.0668657375994677E-6,1.0675143953009349E-6,0.9999481975200437,1.0671911780406194E-6,1.0676669960621533E-6,1.0838239987723987E-6,1.0670799148338448E-6,1.0676915844435483E-6,1.0668176565782736E-6,3.132484717612014E-6,1.0689864279847995E-6,1.2886181265227054E-6,1.0676473321284173E-6,1.0681826831058065E-6,7.802960084072996E-6,1.0678305500673478E-6,1.0689442245639282E-6,2.0768895589457754E-6,1.0655604744558983E-6,1.0675967818898452E-6,1.067130997151029E-6,1.3759875190698791E-6
"CLASS-629",1.2144954385982938E-6,1.081664949121522E-6,1.081845905640164E-6,1.0801380676032952E-6,1.081206302114814E-6,1.0819915020221792E-6,1.0816364608189793E-6,1.0809312056534812E-6,1.984485543424784E-6,1.0818256581547943E-6,1.081708154454303E-6,1.0822670376622777E-6,1.0803819712960348E-6,1.0811756187138258E-6,1.1135478125881498E-6,1.0819449319417458E-6,1.0810321618058288E-6,1.0816625394736732E-6,0.9999554627890654,1.0813619236223708E-6,1.0814307306627544E-6,1.1971824321014743E-6,1.0812491830021501E-6,1.0818586008133292E-6,1.0816505557863446E-6,1.1791006550307429E-6,1.0831810118728807E-6,1.10597714435576E-6,1.08157540892455E-6,2.3446537414281675E-6,1.8816927734072416E-6,1.0820097855790285E-6,1.0831382480520058E-6,2.104467629442246E-6,1.0797095666674814E-6,1.0817729133003709E-6,1.082880829224748E-6,1.2083765402704525E-6
"CLASS-629",1.2149312920485793E-6,1.0820531328768036E-6,1.0822341543364248E-6,1.0808018240219855E-6,1.0815943212726222E-6,1.0823798029695093E-6,1.0820246343504884E-6,1.08131912608573E-6,1.6159276736825889E-6,1.0822114242091285E-6,1.0820963537149483E-6,1.0834099258842653E-6,1.0807696946211706E-6,1.0815636268600933E-6,1.1139474383428041E-6,1.0823332161761848E-6,1.081420118468833E-6,1.0820507223641896E-6,0.9999553726470494,1.081749998629027E-6,1.0818188303626166E-6,1.5760281465438623E-6,1.0816372175488862E-6,1.082246854065585E-6,1.0820387343762013E-6,1.1795238061372817E-6,1.0834821972058707E-6,1.106374053178127E-6,1.0819635605459902E-6,1.0825542571539565E-6,3.2093810544113796E-6,1.0823980930878913E-6,1.083526960539139E-6,2.105222872688252E-6,1.0800970486826312E-6,1.0821611358014216E-6,1.0832694493304029E-6,1.2088101977940483E-6
"CLASS-629",1.2163020752934625E-6,1.083273992290277E-6,1.083455217992875E-6,1.0820212716081205E-6,1.082814663017925E-6,1.0836010309584674E-6,1.0832454616096313E-6,1.0825391573336787E-6,1.6177508933119824E-6,1.0834324622196203E-6,1.083317261893649E-6,1.0846323161407863E-6,1.0819891059563302E-6,1.08278393397349E-6,1.1152042834781254E-6,1.0835543916021739E-6,1.082640263664515E-6,1.0832715790579286E-6,0.9999563476931245,1.08297051602205E-6,1.0830394254171402E-6,1.5778063483161647E-6,1.0828576076932197E-6,1.0834679320508917E-6,1.083259577544128E-6,1.1808546398074453E-6,1.0847046690047121E-6,1.1076223534109023E-6,1.0831843188967522E-6,1.0837756819761632E-6,3.2130021363644297E-6,1.0836193417132325E-6,1.0847494828435748E-6,1.0821999091447096E-6,1.0813157010845176E-6,1.083382117072485E-6,1.084491681089972E-6,1.2101740747278508E-6
"CLASS-629",1.2198418495773589E-6,1.086426618186601E-6,1.0866083713059442E-6,1.0869533665072687E-6,1.0859659521394633E-6,1.0867546086274564E-6,1.0863980044738108E-6,1.0856896446577395E-6,1.6224589943061489E-6,1.0865876299022642E-6,1.086470013716445E-6,1.087031357221284E-6,1.085137992479274E-6,1.0859351336650392E-6,1.1184498353226332E-6,1.0867078335377808E-6,1.0857910452358657E-6,1.0864241979310816E-6,0.9999575866010704,1.0861222587187876E-6,1.0861913686592105E-6,1.547714905225201E-6,1.0860090217955997E-6,1.0866211223653739E-6,1.0864121614895675E-6,1.1842912522838334E-6,1.0878614585646071E-6,1.110845839749135E-6,1.0863366838187849E-6,1.0870137744024905E-6,1.8899762980572665E-6,1.0867729726715647E-6,1.0879064028240929E-6,1.0853494091630346E-6,1.0844626278136762E-6,1.0865350576417273E-6,1.08764785079633E-6,1.2136960148410633E-6
"CLASS-629",1.2138778501731226E-6,1.081114906913655E-6,1.0812957714133006E-6,1.079864683042947E-6,1.0806564931355565E-6,1.0814412937574583E-6,1.0810864330978246E-6,1.0803815365647372E-6,2.0356159914990127E-6,1.081273060994829E-6,1.081158090275902E-6,1.0817166892837148E-6,1.0798325815008732E-6,1.0806258253375198E-6,1.1129815574849415E-6,1.0813947473585817E-6,1.080482441379427E-6,1.081112498491147E-6,0.9999547847612668,1.0808120355073353E-6,1.0808808075583476E-6,1.5401478826838043E-6,1.0806993522173436E-6,1.0813084601307875E-6,1.0811005208976958E-6,1.178501065362873E-6,1.082542732130505E-6,1.1054147390464024E-6,1.081025412249163E-6,2.345729451452673E-6,3.206598266265958E-6,1.0814595680168556E-6,1.08258745665041E-6,1.0800429645350862E-6,1.0791605187997593E-6,1.0812228161911636E-6,1.082330168724334E-6,1.2077620633932228E-6
"CLASS-629",1.2163001309974283E-6,1.0832722606436983E-6,1.0834534860566016E-6,1.082019541964054E-6,1.0828129321055983E-6,1.0835992987891074E-6,1.08324373000866E-6,1.0825374268617563E-6,1.987434410800148E-6,1.0834307303197225E-6,1.0833155301779026E-6,1.0838752438643175E-6,1.0819873763636816E-6,1.0827822031102845E-6,1.1152025007900006E-6,1.0835526595073683E-6,1.0826385330309708E-6,1.0832698474152076E-6,0.9999547492323466,1.0829687848605875E-6,1.0830376941455238E-6,1.5432212320181609E-6,1.0828558767122445E-6,1.0834662000942943E-6,1.0832578459205916E-6,1.1808527521752197E-6,1.0847029350711528E-6,1.1076205828427244E-6,1.0831825873935193E-6,2.347956336045151E-6,3.212997000282334E-6,1.0836176095146023E-6,1.0847477488383794E-6,1.0821981792150856E-6,1.0813139725683271E-6,1.0833803852530655E-6,1.0844899474968805E-6,1.2101721402276126E-6
"CLASS-629",1.2138736078500992E-6,1.0811111285774247E-6,1.0812919924449757E-6,1.081911703884662E-6,1.0806527164014145E-6,1.0814375142805545E-6,1.081082654861106E-6,1.0803777607915274E-6,1.6145208935810913E-6,1.0812692821058737E-6,1.0811543117887523E-6,1.0817129088443444E-6,1.07982880764618E-6,1.0806220487105571E-6,1.1129776677794945E-6,1.0813909680443506E-6,1.0804786652535698E-6,1.0811087201633338E-6,0.9999564679823177,1.0808082582295955E-6,1.08087703004026E-6,1.5401425000954154E-6,1.0806955753334157E-6,1.0813046811181175E-6,1.0810967426117426E-6,1.1784969466764648E-6,1.0825389488042375E-6,1.1054108757858634E-6,1.0810216342257032E-6,1.081695412051877E-6,3.2065870596806745E-6,1.081455788476086E-6,1.0825836731678368E-6,1.0800391899451355E-6,1.0791567472938257E-6,1.0812190374778065E-6,1.0823263861409437E-6,1.207757842443967E-6
"CLASS-629",1.219841849577092E-6,1.0864266181863632E-6,1.0866083713057066E-6,1.086953366507031E-6,1.0859659521392258E-6,1.0867546086272186E-6,1.0863980044735732E-6,1.0856896446575019E-6,1.6224589943057942E-6,1.0865878484861839E-6,1.0864700137162075E-6,1.0870313572210462E-6,1.0851379924790367E-6,1.0859351336648016E-6,1.1184498353223886E-6,1.0867078335375433E-6,1.0857910452356281E-6,1.086424197930844E-6,0.9999575866008517,1.08612225871855E-6,1.0861913686589729E-6,1.5477149052248625E-6,1.0860090217953623E-6,1.0866211223651363E-6,1.08641216148933E-6,1.1842912522835744E-6,1.087861458564369E-6,1.110845839748892E-6,1.0863366838185473E-6,1.0870137744022527E-6,1.8899762980568532E-6,1.086772972671327E-6,1.087906402823855E-6,1.0853494091627972E-6,1.084462627813439E-6,1.0865350576414897E-6,1.087647850796092E-6,1.213696014840798E-6
"CLASS-629",1.2112979062301854E-6,1.0790103480236098E-6,1.0791908604422804E-6,1.0798093676785255E-6,1.0784085526771084E-6,1.0765643278439138E-6,1.0789819296365058E-6,1.0782128193446894E-6,1.1498254618315442E-6,1.0791681942331829E-6,1.0787894197993905E-6,1.0790872221044946E-6,1.0777305188573697E-6,1.0785222185210911E-6,1.1108149651863043E-6,1.0792896437154373E-6,1.0783791136822497E-6,1.0790347715523447E-6,0.9999500360489219,1.0787080662037502E-6,1.079189019146798E-6,1.4590624994646824E-6,1.0785956022693686E-6,1.0792138728804976E-6,1.0783305137814442E-6,3.1662897910681963E-6,1.0804353937558425E-6,1.30252460471848E-6,1.0791691430042938E-6,1.0797102713695225E-6,7.887167881587434E-6,1.0793543381901838E-6,1.0804800312124894E-6,1.0779404923481731E-6,1.0770597644311887E-6,1.0791180472388691E-6,1.0786472358554784E-6,1.3908368681809605E-6
"CLASS-629",1.212331057190064E-6,1.0799306671053533E-6,1.080111333488278E-6,1.0807303682672039E-6,1.0793283584702241E-6,1.0774825606444183E-6,1.0799022244793862E-6,1.0791324581911944E-6,1.1508061811686076E-6,1.0800907161013899E-6,1.0797095504450723E-6,1.0800076067543613E-6,1.078649746335863E-6,1.0794421212630872E-6,1.111762411344369E-6,1.080210201016541E-6,1.0792988943659968E-6,1.079955111465621E-6,0.9999532573942389,1.0796281274606011E-6,1.0801094906223017E-6,1.4603069760002163E-6,1.0795155676024825E-6,1.0801343655544683E-6,1.0792502530129325E-6,3.168990411056121E-6,1.0813569283002386E-6,1.3036355655636272E-6,1.0800895975268614E-6,1.0806311874360975E-6,4.629931992991855E-6,1.080274950671073E-6,1.0814016038294612E-6,1.0788598989191194E-6,1.077978419803864E-6,1.080038458180383E-6,1.0795672452283689E-6,1.3920231531055896E-6
"CLASS-629",1.2200267648731744E-6,1.0865913091254744E-6,1.086773089796694E-6,1.0850574735425453E-6,1.0861305732461708E-6,1.086919349286258E-6,1.086562691075144E-6,1.0858542238791157E-6,1.998754989151554E-6,1.0867525638661258E-6,1.0866347112336281E-6,1.0871961398322849E-6,1.0853024880759366E-6,1.0860997500999876E-6,1.118619380647074E-6,1.0868725671059672E-6,1.0859556398285117E-6,1.0865888885030692E-6,0.9999559361087298,1.0862869035199413E-6,1.0863560239367101E-6,1.5479495226550234E-6,1.0861736494312176E-6,1.0867858427890512E-6,1.0865768502369566E-6,1.184470778480056E-6,1.0880263670103097E-6,1.111014232387192E-6,1.0865013611245465E-6,2.357288327874648E-6,1.8902627987428766E-6,1.0869377161141639E-6,1.0880348544736755E-6,1.0855139368082602E-6,1.0846270210321026E-6,1.0866997650188905E-6,1.087812726861324E-6,1.2138799984924624E-6
"CLASS-629",1.212331057257305E-6,1.079930667165251E-6,1.0801113335481857E-6,1.080730368327146E-6,1.0793283585300884E-6,1.0774825607041803E-6,1.0799022245392824E-6,1.0791324582510478E-6,1.1508061812324364E-6,1.0800862821064818E-6,1.0797095505049578E-6,1.0800076068142632E-6,1.0786497463956895E-6,1.0794421213229578E-6,1.1117624114060322E-6,1.0802102010764541E-6,1.0792988944258596E-6,1.07995511152552E-6,0.9999532574497006,1.079628127520482E-6,1.0801094906822092E-6,1.4603069760812113E-6,1.0795155676623571E-6,1.0801343656143772E-6,1.0792502530727926E-6,3.1689904112318872E-6,1.0813569283602153E-6,1.3036355656359327E-6,1.080089597586768E-6,1.0806163973044835E-6,4.629931993248651E-6,1.0802749507309897E-6,1.081365363796702E-6,1.0788598989789577E-6,1.0779784198636533E-6,1.0800384582402867E-6,1.0795672452882465E-6,1.3920231531827973E-6
"CLASS-629",1.2112121628688974E-6,1.0789339688161265E-6,1.0791144684569814E-6,2.3786307982033782E-6,1.0783322160685227E-6,1.0764881217812786E-6,1.0789055524406566E-6,1.0780663087689713E-6,1.1497440698804108E-6,1.0790898421281738E-6,1.0787130562306103E-6,1.078795591737005E-6,1.0776542302443257E-6,1.0784458738665151E-6,1.1107363346459606E-6,1.0792132447376305E-6,1.0783027791575434E-6,1.0789583906160087E-6,0.9999523000225526,1.0786317083936943E-6,1.0790654414719302E-6,1.4589592177514145E-6,1.0785192524202246E-6,1.079137479266232E-6,1.0782541826969473E-6,3.1660656609610597E-6,1.0803589136745688E-6,1.3024324037519015E-6,1.0790927525562928E-6,1.0796190660757507E-6,4.478532408669411E-6,1.0792779346328911E-6,1.0803673413257543E-6,1.0778641888718713E-6,1.0769835232984043E-6,1.079041660407751E-6,1.0785708823513812E-6,1.239866417851147E-6
"CLASS-629",1.2148952875922691E-6,1.0820210662611828E-6,1.0822020823562376E-6,1.080769794488869E-6,1.0815622682538709E-6,1.082347726673029E-6,1.0819925685794206E-6,1.0812870812223806E-6,1.6158797857092458E-6,9.367244270942307E-6,1.082064285818479E-6,1.0826233530278764E-6,1.080737666040208E-6,1.0815315747509702E-6,1.1139144265402949E-6,1.0823011412603028E-6,1.0813880706125773E-6,1.0820186558200041E-6,0.999942687952126,1.0817179409967816E-6,1.0817867706905445E-6,1.541438790238167E-6,1.081605163258905E-6,1.0822147817090419E-6,1.0820066681872796E-6,1.1794888509808685E-6,1.0834500882399666E-6,1.1063412658126843E-6,1.0819314965848429E-6,6.543020397273066E-6,3.2092859444897635E-6,1.0823660162493838E-6,1.0834585400047504E-6,1.080948225411415E-6,1.0800650400355128E-6,1.0821290659851369E-6,1.0832373466692765E-6,1.2087743747362025E-6
